Atomic Number	Atomic Symbol	Mass Number	Relative Atomic Mass (monoisotopic)	Relative Atomic Mass Uncertainty	Isotopic Composition	Isotopic Composition Uncertainty	Standard Atomic Weight (average mass)	Standard Weight Uncertainty	Notes
86	Rn	210	209.9896891	4.9E-06			222		
86	Rn	211	210.9906011	7.3E-06			222		
86	Rn	212	211.9907039	3.4E-06			222		
86	Rn	213	212.9938831	6.1E-06			222		
86	Rn	214	213.995363	9.9E-06			222		
86	Rn	215	214.9987459	8.3E-06			222		
86	Rn	216	216.0002719	6.5E-06			222		
86	Rn	217	217.003928	4.5E-06			222		
86	Rn	218	218.0056016	2.5E-06			222		
86	Rn	219	219.0094804	2.7E-06			222		
86	Rn	220	220.0113941	2.3E-06			222		
86	Rn	221	221.0155371	6.3E-06			222		
86	Rn	222	222.0175782	2.5E-06			222		
86	Rn	223	223.0218893	8.4E-06			222		
86	Rn	224	224.024096	1.1E-05			222		
86	Rn	225	225.028486	1.2E-05			222		
86	Rn	226	226.030861	1.1E-05			222		
86	Rn	227	227.035304	1.5E-05			222		
86	Rn	228	228.037835	1.9E-05			222		
86	Rn	229	229.042257	1.4E-05			222		
86	Rn	230	230.04514	0.00021			222		
86	Rn	231	231.04987	0.00032			222		
87	Fr	199	199.007259	4.5E-05			223		
87	Fr	200	200.006586	6.3E-05			223		
87	Fr	201	201.003867	7.7E-05			223		
87	Fr	202	202.00332	5.5E-05			223		
87	Fr	203	203.0009407	6.7E-06			223		
87	Fr	204	204.000652	2.6E-05			223		
87	Fr	205	204.9985939	8.4E-06			223		
87	Fr	206	205.998666	3E-05			223		
87	Fr	207	206.996946	1.9E-05			223		
87	Fr	208	207.997138	1.2E-05			223		
87	Fr	209	208.995955	1.6E-05			223		
87	Fr	210	209.996422	1.6E-05			223		
87	Fr	211	210.995556	1.3E-05			223		
87	Fr	212	211.9962257	9.4E-06			223		
87	Fr	213	212.996186	5.5E-06			223		
87	Fr	214	213.9989713	9.3E-06			223		
87	Fr	215	215.0003418	7.6E-06			223		
87	Fr	216	216.0031899	4.5E-06			223		
87	Fr	217	217.0046323	7E-06			223		
87	Fr	218	218.0075787	5.1E-06			223		
87	Fr	219	219.0092524	7.6E-06			223		
87	Fr	220	220.0123277	4.4E-06			223		
87	Fr	221	221.0142552	5.4E-06			223		
87	Fr	222	222.017552	2.3E-05			223		
87	Fr	223	223.019736	2.5E-06			223		
87	Fr	224	224.023398	1.4E-05			223		
87	Fr	225	225.025573	1.3E-05			223		
87	Fr	226	226.029566	1.3E-05			223		
87	Fr	227	227.031869	1.4E-05			223		
87	Fr	228	228.035823	1.4E-05			223		
87	Fr	229	229.038298	1.5E-05			223		
87	Fr	230	230.042416	1.7E-05			223		
87	Fr	231	231.045158	2.7E-05			223		
87	Fr	232	232.04937	0.00017			223		
87	Fr	233	233.05264	0.00032			223		
88	Ra	201	201.01271	0.00011			226		
88	Ra	202	202.00976	2.6E-05			226		
88	Ra	203	203.009304	8.6E-05			226		
88	Ra	204	204.006492	1.6E-05			226		
88	Ra	205	205.006268	7.6E-05			226		
88	Ra	206	206.003828	1.9E-05			226		
88	Ra	207	207.003799	5.9E-05			226		
88	Ra	208	208.001841	1.7E-05			226		
88	Ra	209	209.00199	5.4E-05			226		
88	Ra	210	210.000494	1.6E-05			226		
88	Ra	211	211.0008932	8.5E-06			226		
88	Ra	212	211.999787	1.2E-05			226		
88	Ra	213	213.000384	2.2E-05			226		
88	Ra	214	214.0000997	5.6E-06			226		
88	Ra	215	215.0027204	8.2E-06			226		
88	Ra	216	216.0035334	9.4E-06			226		
88	Ra	217	217.0063207	9.2E-06			226		
88	Ra	218	218.007141	1.2E-05			226		
88	Ra	219	219.0100855	8.9E-06			226		
88	Ra	220	220.0110259	8.9E-06			226		
88	Ra	221	221.0139177	5E-06			226		
88	Ra	222	222.0153748	4.9E-06			226		
88	Ra	223	223.0185023	2.7E-06			226		
88	Ra	224	224.020212	2.3E-06			226		
88	Ra	225	225.0236119	3.2E-06			226		
88	Ra	226	226.0254103	2.5E-06			226		
88	Ra	227	227.0291783	2.5E-06			226		
88	Ra	228	228.0310707	2.6E-06			226		
88	Ra	229	229.034942	1.6E-05			226		
88	Ra	230	230.037055	1.1E-05			226		
88	Ra	231	231.041027	1.2E-05			226		
88	Ra	232	232.0434753	9.8E-06			226		
88	Ra	233	233.047582	1.7E-05			226		
88	Ra	234	234.050342	3.3E-05			226		
88	Ra	235	235.05497	0.00032			226		
89	Ac	206	206.014452	7.7E-05			227		
89	Ac	207	207.011966	5.4E-05			227		
89	Ac	208	208.01155	6E-05			227		
89	Ac	209	209.009495	5.4E-05			227		
89	Ac	210	210.009436	6.2E-05			227		
89	Ac	211	211.007732	5.7E-05			227		
89	Ac	212	212.007813	5.5E-05			227		
89	Ac	213	213.006609	5.6E-05			227		
89	Ac	214	214.006918	1.6E-05			227		
89	Ac	215	215.006475	1.3E-05			227		
89	Ac	216	216.008743	1.2E-05			227		
89	Ac	217	217.009344	1.2E-05			227		
89	Ac	218	218.011642	5.4E-05			227		
89	Ac	219	219.012421	5.4E-05			227		
89	Ac	220	220.0147549	6.6E-06			227		
89	Ac	221	221.015592	5.4E-05			227		
89	Ac	222	222.0178442	5.6E-06			227		
89	Ac	223	223.0191377	7.7E-06			227		
89	Ac	224	224.0217232	4.5E-06			227		
89	Ac	225	225.02323	5.3E-06			227		
89	Ac	226	226.0260984	3.6E-06			227		
89	Ac	227	227.0277523	2.5E-06			227		
89	Ac	228	228.0310215	2.7E-06			227		
89	Ac	229	229.032956	1.3E-05			227		
89	Ac	230	230.036327	1.7E-05			227		
89	Ac	231	231.038393	1.4E-05			227		
89	Ac	232	232.042034	1.4E-05			227		
89	Ac	233	233.044346	1.4E-05			227		
89	Ac	234	234.048139	1.5E-05			227		
89	Ac	235	235.05084	1.5E-05			227		
89	Ac	236	236.054988	4.1E-05			227		
89	Ac	237	237.05827	0.00043			227		
90	Th	208	208.0179	3.6E-05			232.0377	0.0004	g
90	Th	209	209.017753	9.3E-05			232.0377	0.0004	g
90	Th	210	210.015094	2E-05			232.0377	0.0004	g
90	Th	211	211.014929	8E-05			232.0377	0.0004	g
90	Th	212	212.012988	1.7E-05			232.0377	0.0004	g
90	Th	213	213.013009	7.6E-05			232.0377	0.0004	g
90	Th	214	214.0115	1.7E-05			232.0377	0.0004	g
90	Th	215	215.0117248	9.5E-06			232.0377	0.0004	g
90	Th	216	216.011056	1.3E-05			232.0377	0.0004	g
90	Th	217	217.013117	2.2E-05			232.0377	0.0004	g
90	Th	218	218.013276	1.1E-05			232.0377	0.0004	g
90	Th	219	219.015537	5.4E-05			232.0377	0.0004	g
90	Th	220	220.015748	2.4E-05			232.0377	0.0004	g
90	Th	221	221.018184	1E-05			232.0377	0.0004	g
90	Th	222	222.018469	1.3E-05			232.0377	0.0004	g
90	Th	223	223.0208119	9.9E-06			232.0377	0.0004	g
90	Th	224	224.021464	1.1E-05			232.0377	0.0004	g
90	Th	225	225.0239514	5.5E-06			232.0377	0.0004	g
90	Th	226	226.0249034	5E-06			232.0377	0.0004	g
90	Th	227	227.0277042	2.7E-06			232.0377	0.0004	g
90	Th	228	228.0287413	2.3E-06			232.0377	0.0004	g
90	Th	229	229.0317627	3E-06			232.0377	0.0004	g
90	Th	230	230.0331341	1.9E-06			232.0377	0.0004	g
90	Th	231	231.0363046	1.9E-06			232.0377	0.0004	g
90	Th	232	232.0380558	2.1E-06	1		232.0377	0.0004	g
90	Th	233	233.0415823	2.1E-06			232.0377	0.0004	g
90	Th	234	234.0436014	3.7E-06			232.0377	0.0004	g
90	Th	235	235.047255	1.4E-05			232.0377	0.0004	g
90	Th	236	236.049657	1.5E-05			232.0377	0.0004	g
90	Th	237	237.053629	1.7E-05			232.0377	0.0004	g
90	Th	238	238.0565	0.0003			232.0377	0.0004	g
90	Th	239	239.06077	0.00043			232.0377	0.0004	g
91	Pa	212	212.023203	8E-05			231.03588	2E-05	
91	Pa	213	213.021109	7.6E-05			231.03588	2E-05	
91	Pa	214	214.020918	8.2E-05			231.03588	2E-05	
91	Pa	215	215.019183	7.8E-05			231.03588	2E-05	
91	Pa	216	216.019109	5.7E-05			231.03588	2E-05	
91	Pa	217	217.018325	5.6E-05			231.03588	2E-05	
91	Pa	218	218.020059	2E-05			231.03588	2E-05	
91	Pa	219	219.019904	5.5E-05			231.03588	2E-05	
91	Pa	220	220.021705	5.5E-05			231.03588	2E-05	
91	Pa	221	221.021875	5.5E-05			231.03588	2E-05	
91	Pa	222	222.023784	7.8E-05			231.03588	2E-05	
91	Pa	223	223.023963	7.6E-05			231.03588	2E-05	
91	Pa	224	224.0256176	8.2E-06			231.03588	2E-05	
91	Pa	225	225.026131	7.6E-05			231.03588	2E-05	
91	Pa	226	226.027948	1.2E-05			231.03588	2E-05	
91	Pa	227	227.0288054	8E-06			231.03588	2E-05	
91	Pa	228	228.0310517	4.7E-06			231.03588	2E-05	
91	Pa	229	229.0320972	3.8E-06			231.03588	2E-05	
91	Pa	230	230.034541	3.5E-06			231.03588	2E-05	
91	Pa	231	231.0358842	2.4E-06	1		231.03588	2E-05	
91	Pa	232	232.0385917	8.3E-06			231.03588	2E-05	
91	Pa	233	233.0402472	2.2E-06			231.03588	2E-05	
91	Pa	234	234.0433072	5.1E-06			231.03588	2E-05	
91	Pa	235	235.045399	1.5E-05			231.03588	2E-05	
91	Pa	236	236.048668	1.5E-05			231.03588	2E-05	
91	Pa	237	237.051023	1.4E-05			231.03588	2E-05	
91	Pa	238	238.054637	1.7E-05			231.03588	2E-05	
91	Pa	239	239.05726	0.00021			231.03588	2E-05	
91	Pa	240	240.06098	0.00032			231.03588	2E-05	
91	Pa	241	241.06408	0.00043			231.03588	2E-05	
92	U	217	217.02466	0.00011			238.02891	3E-05	g,m
92	U	218	218.023523	2E-05			238.02891	3E-05	g,m
92	U	219	219.024999	5.5E-05			238.02891	3E-05	g,m
92	U	220	220.02462	0.00011			238.02891	3E-05	g,m
92	U	221	221.02628	0.00011			238.02891	3E-05	g,m
92	U	222	222.026	0.00011			238.02891	3E-05	g,m
92	U	223	223.027739	7.6E-05			238.02891	3E-05	g,m
92	U	224	224.027605	2.7E-05			238.02891	3E-05	g,m
92	U	225	225.029391	1.3E-05			238.02891	3E-05	g,m
92	U	226	226.029339	1.4E-05			238.02891	3E-05	g,m
92	U	227	227.031157	1.8E-05			238.02891	3E-05	g,m
92	U	228	228.031371	1.5E-05			238.02891	3E-05	g,m
92	U	229	229.0335063	6.4E-06			238.02891	3E-05	g,m
92	U	230	230.0339401	5.1E-06			238.02891	3E-05	g,m
92	U	231	231.0362939	3.2E-06			238.02891	3E-05	g,m
92	U	232	232.0371563	2.3E-06			238.02891	3E-05	g,m
92	U	233	233.0396355	2.9E-06			238.02891	3E-05	g,m
92	U	234	234.0409523	1.9E-06	5.4E-05	5E-06	238.02891	3E-05	g,m
92	U	235	235.0439301	1.9E-06	0.007204	6E-06	238.02891	3E-05	g,m
92	U	236	236.0455682	1.9E-06			238.02891	3E-05	g,m
92	U	237	237.0487304	2E-06			238.02891	3E-05	g,m
92	U	238	238.0507884	2E-06	0.992742	1E-05	238.02891	3E-05	g,m
92	U	239	239.0542935	2E-06			238.02891	3E-05	g,m
92	U	240	240.0565934	5.7E-06			238.02891	3E-05	g,m
92	U	241	241.06033	0.00032			238.02891	3E-05	g,m
92	U	242	242.06293	0.00022			238.02891	3E-05	g,m
92	U	243	243.06699	0.00043			238.02891	3E-05	g,m
93	Np	219	219.03143	0.00021			237		
93	Np	220	220.03254	0.00021			237		
93	Np	221	221.03204	0.00021			237		
93	Np	222	222.0333	0.00021			237		
93	Np	223	223.03285	0.00021			237		
93	Np	224	224.03422	0.00021			237		
93	Np	225	225.033911	7.7E-05			237		
93	Np	226	226.035188	9.5E-05			237		
93	Np	227	227.034957	7.8E-05			237		
93	Np	228	228.036067	5.4E-05			237		
93	Np	229	229.036264	9.3E-05			237		
93	Np	230	230.037828	5.5E-05			237		
93	Np	231	231.038245	5.4E-05			237		
93	Np	232	232.04011	0.00011			237		
93	Np	233	233.040741	5.5E-05			237		
93	Np	234	234.0428953	9.1E-06			237		
93	Np	235	235.0440635	2.1E-06			237		
93	Np	236	236.04657	5.4E-05			237		
93	Np	237	237.0481736	1.9E-06			237		
93	Np	238	238.0509466	1.9E-06			237		
93	Np	239	239.0529392	2.2E-06			237		
93	Np	240	240.056165	1.8E-05			237		
93	Np	241	241.058253	7.6E-05			237		
93	Np	242	242.06164	0.00021			237		
93	Np	243	243.06428	3.4E-05			237		
93	Np	244	244.06785	0.00032			237		
93	Np	245	245.0708	0.00043			237		
94	Pu	228	228.038732	3.3E-05			244		
94	Pu	229	229.040144	5.5E-05			244		
94	Pu	230	230.03965	1.6E-05			244		
94	Pu	231	231.041102	2.8E-05			244		
94	Pu	232	232.041185	1.9E-05			244		
94	Pu	233	233.042998	5.4E-05			244		
94	Pu	234	234.0433174	7.5E-06			244		
94	Pu	235	235.045286	2.2E-05			244		
94	Pu	236	236.0460581	2.3E-06			244		
94	Pu	237	237.0484098	2.4E-06			244		
94	Pu	238	238.0495601	1.9E-06			244		
94	Pu	239	239.0521636	1.9E-06			244		
94	Pu	240	240.0538138	1.9E-06			244		
94	Pu	241	241.0568517	1.9E-06			244		
94	Pu	242	242.0587428	2E-06			244		
94	Pu	243	243.0620036	3.4E-06			244		
94	Pu	244	244.0642053	5.6E-06			244		
94	Pu	245	245.067826	1.5E-05			244		
94	Pu	246	246.070205	1.6E-05			244		
94	Pu	247	247.07419	0.00021			244		
95	Am	230	230.04609	0.00014					
95	Am	231	231.04556	0.00032					
95	Am	232	232.04645	0.00032					
95	Am	233	233.04644	0.00011					
95	Am	234	234.04773	0.00017					
95	Am	235	235.047908	5.6E-05					
95	Am	236	236.04943	0.00012					
95	Am	237	237.049996	6.4E-05					
95	Am	238	238.051985	5.4E-05					
95	Am	239	239.0530247	2.6E-06					
95	Am	240	240.0553	1.5E-05					
95	Am	241	241.0568293	1.9E-06					
95	Am	242	242.0595494	1.9E-06					
95	Am	243	243.0613813	2.4E-06					
95	Am	244	244.0642851	2.2E-06					
95	Am	245	245.0664548	3.4E-06					
95	Am	246	246.069775	2E-05					
95	Am	247	247.07209	0.00011					
95	Am	248	248.07575	0.00022					
95	Am	249	249.07848	0.00032					
96	Cm	232	232.04982	0.00022					
96	Cm	233	233.05077	7.7E-05					
96	Cm	234	234.05016	2E-05					
96	Cm	235	235.05154	0.00022					
96	Cm	236	236.051374	2E-05					
96	Cm	237	237.052869	7.6E-05					
96	Cm	238	238.053081	1.3E-05					
96	Cm	239	239.05491	5.8E-05					
96	Cm	240	240.0555297	2.4E-06					
96	Cm	241	241.0576532	2.3E-06					
96	Cm	242	242.058836	1.9E-06					
96	Cm	243	243.0613893	2.2E-06					
96	Cm	244	244.0627528	1.9E-06					
96	Cm	245	245.0654915	2.2E-06					
96	Cm	246	246.0672238	2.2E-06					
96	Cm	247	247.0703541	4.7E-06					
96	Cm	248	248.0723499	5.6E-06					
96	Cm	249	249.0759548	5.6E-06					
96	Cm	250	250.078358	1.2E-05					
96	Cm	251	251.082286	2.4E-05					
96	Cm	252	252.08487	0.00032					
97	Bk	234	234.05727	0.00015					
97	Bk	235	235.05658	0.00043					
97	Bk	236	236.05748	0.00043					
97	Bk	237	237.0571	0.00024					
97	Bk	238	238.0582	0.00027					
97	Bk	239	239.05824	0.00022					
97	Bk	240	240.05976	0.00016					
97	Bk	241	241.06016	0.00022					
97	Bk	242	242.06198	0.00022					
97	Bk	243	243.0630078	5.1E-06					
97	Bk	244	244.065181	1.6E-05					
97	Bk	245	245.0663618	2.4E-06					
97	Bk	246	246.068673	6.4E-05					
97	Bk	247	247.0703073	5.9E-06					
97	Bk	248	248.073088	7.6E-05					
97	Bk	249	249.0749877	2.7E-06					
97	Bk	250	250.0783167	4.2E-06					
97	Bk	251	251.080762	1.2E-05					
97	Bk	252	252.08431	0.00022					
97	Bk	253	253.08688	0.00039					
97	Bk	254	254.0906	0.00032					
98	Cf	237	237.062198	9.4E-05					
98	Cf	238	238.06149	0.00032					
98	Cf	239	239.06253	0.00023					
98	Cf	240	240.062256	2E-05					
98	Cf	241	241.06369	0.00018					
98	Cf	242	242.063754	1.4E-05					
98	Cf	243	243.06548	0.00012					
98	Cf	244	244.0660008	3.1E-06					
98	Cf	245	245.0680487	3E-06					
98	Cf	246	246.0688055	2.2E-06					
98	Cf	247	247.070965	1.6E-05					
98	Cf	248	248.0721851	5.7E-06					
98	Cf	249	249.0748539	2.3E-06					
98	Cf	250	250.0764062	2.2E-06					
98	Cf	251	251.0795886	4.8E-06					
98	Cf	252	252.0816272	5.6E-06					
98	Cf	253	253.0851345	6.7E-06					
98	Cf	254	254.087324	1.3E-05					
98	Cf	255	255.09105	0.00022					
98	Cf	256	256.09344	0.00034					
99	Es	239	239.06823	0.00032					
99	Es	240	240.06892	0.00043					
99	Es	241	241.06856	0.00024					
99	Es	242	242.06957	0.00028					
99	Es	243	243.06951	0.00022					
99	Es	244	244.07088	0.0002					
99	Es	245	245.07125	0.00022					
99	Es	246	246.0729	0.00024					
99	Es	247	247.073622	2.1E-05					
99	Es	248	248.075471	5.6E-05					
99	Es	249	249.076411	3.2E-05					
99	Es	250	250.07861	0.00011					
99	Es	251	251.0799936	6.7E-06					
99	Es	252	252.08298	5.4E-05					
99	Es	253	253.0848257	2.7E-06					
99	Es	254	254.0880222	4.5E-06					
99	Es	255	255.090275	1.2E-05					
99	Es	256	256.0936	0.00011					
99	Es	257	257.09598	0.00044					
99	Es	258	258.09952	0.00032					
100	Fm	241	241.07421	0.00032					
100	Fm	242	242.07343	0.00043					
100	Fm	243	243.07446	0.00023					
100	Fm	244	244.07404	0.00022					
100	Fm	245	245.07535	0.00021					
100	Fm	246	246.07535	1.7E-05					
100	Fm	247	247.07694	0.00012					
100	Fm	248	248.0771865	9.2E-06					
100	Fm	249	249.0789275	6.8E-06					
100	Fm	250	250.079521	8.6E-06					
100	Fm	251	251.08154	1.6E-05					
100	Fm	252	252.0824671	6.1E-06					
100	Fm	253	253.0851846	3.7E-06					
100	Fm	254	254.0868544	3E-06					
100	Fm	255	255.089964	5.2E-06					
100	Fm	256	256.0917745	7.8E-06					
100	Fm	257	257.0951061	6.9E-06					
100	Fm	258	258.09708	0.00022					
100	Fm	259	259.1006	0.0003					
100	Fm	260	260.10281	0.00055					
101	Md	245	245.08081	0.00033					
101	Md	246	246.08171	0.00028					
101	Md	247	247.08152	0.00022					
101	Md	248	248.08282	0.00026					
101	Md	249	249.08291	0.00022					
101	Md	250	250.08441	0.00032					
101	Md	251	251.084774	2E-05					
101	Md	252	252.08643	0.00014					
101	Md	253	253.087144	3.4E-05					
101	Md	254	254.08959	0.00011					
101	Md	255	255.0910841	7.3E-06					
101	Md	256	256.09389	0.00013					
101	Md	257	257.0955424	2.9E-06					
101	Md	258	258.0984315	5E-06					
101	Md	259	259.10051	0.00022					
101	Md	260	260.10365	0.00034					
101	Md	261	261.10583	0.00062					
101	Md	262	262.1091	0.00045					
102	No	248	248.08655	0.00024					
102	No	249	249.0878	0.0003					
102	No	250	250.08756	0.00022					
102	No	251	251.08894	0.00012					
102	No	252	252.088967	1E-05					
102	No	253	253.0905641	7.5E-06					
102	No	254	254.090956	1.1E-05					
102	No	255	255.093191	1.6E-05					
102	No	256	256.0942829	8.4E-06					
102	No	257	257.0968878	7.4E-06					
102	No	258	258.09821	0.00011					
102	No	259	259.10103	0.00011					
102	No	260	260.10264	0.00022					
102	No	261	261.1057	0.00022					
102	No	262	262.10746	0.00039					
102	No	263	263.11071	0.00053					
102	No	264	264.11273	0.0007					
103	Lr	251	251.09418	0.00032					
103	Lr	252	252.09526	0.00026					
103	Lr	253	253.09509	0.00022					
103	Lr	254	254.09648	0.00032					
103	Lr	255	255.096562	1.9E-05					
103	Lr	256	256.098494	8.9E-05					
103	Lr	257	257.099418	4.7E-05					
103	Lr	258	258.10176	0.00011					
103	Lr	259	259.102902	7.6E-05					
103	Lr	260	260.1055	0.00013					
103	Lr	261	261.10688	0.00022					
103	Lr	262	262.10961	0.00022					
103	Lr	263	263.11136	0.0003					
103	Lr	264	264.1142	0.00047					
103	Lr	265	265.11619	0.00065					
103	Lr	266	266.11983	0.00056					
104	Rf	253	253.10044	0.00044					
104	Rf	254	254.10005	0.0003					
104	Rf	255	255.10127	0.00012					
104	Rf	256	256.101152	1.9E-05					
104	Rf	257	257.102918	1.2E-05					
104	Rf	258	258.103428	3.4E-05					
104	Rf	259	259.105596	7.8E-05					
104	Rf	260	260.10644	0.00022					
104	Rf	261	261.108773	5.4E-05					
104	Rf	262	262.10992	0.00024					
104	Rf	263	263.11249	0.0002					
104	Rf	264	264.11388	0.00039					
104	Rf	265	265.11668	0.00039					
104	Rf	266	266.11817	0.0005					
104	Rf	267	267.12179	0.00062					
104	Rf	268	268.12397	0.00077					
105	Db	255	255.10707	0.00045					
105	Db	256	256.10789	0.00026					
105	Db	257	257.10758	0.00022					
105	Db	258	258.10928	0.00033					
105	Db	259	259.109492	5.7E-05					
105	Db	260	260.1113	0.0001					
105	Db	261	261.11192	0.00012					
105	Db	262	262.11407	0.00015					
105	Db	263	263.11499	0.00018					
105	Db	264	264.11741	0.00025					
105	Db	265	265.11861	0.00024					
105	Db	266	266.12103	0.0003					
105	Db	267	267.12247	0.00044					
105	Db	268	268.12567	0.00057					
105	Db	269	269.12791	0.00073					
105	Db	270	270.13136	0.00064					
106	Sg	258	258.11298	0.00044					
106	Sg	259	259.1144	0.00013					
106	Sg	260	260.114384	2.2E-05					
106	Sg	261	261.115949	2E-05					
106	Sg	262	262.116337	3.8E-05					
106	Sg	263	263.11829	0.0001					
106	Sg	264	264.11893	0.0003					
106	Sg	265	265.12109	0.00013					
106	Sg	266	266.12198	0.00026					
106	Sg	267	267.12436	0.0003					
106	Sg	268	268.12539	0.0005					
106	Sg	269	269.12863	0.00039					
106	Sg	270	270.13043	0.0006					
106	Sg	271	271.13393	0.00063					
106	Sg	272	272.13589	0.00083					
106	Sg	273	273.13958	0.00054					
107	Bh	260	260.12166	0.00026					
107	Bh	261	261.12145	0.00022					
107	Bh	262	262.12297	0.00033					
107	Bh	263	263.12292	0.00033					
107	Bh	264	264.12459	0.00019					
107	Bh	265	265.12491	0.00025					
107	Bh	266	266.12679	0.00018					
107	Bh	267	267.1275	0.00028					
107	Bh	268	268.12969	0.00041					
107	Bh	269	269.13042	0.0004					
107	Bh	270	270.13336	0.00031					
107	Bh	271	271.13526	0.00048					
107	Bh	272	272.13826	0.00058					
107	Bh	273	273.14024	0.0008					
107	Bh	274	274.14355	0.00065					
107	Bh	275	275.14567	0.00064					
108	Hs	263	263.12852	0.00014					
108	Hs	264	264.128357	3.1E-05					
108	Hs	265	265.129793	2.6E-05					
108	Hs	266	266.130046	4.2E-05					
108	Hs	267	267.13167	0.0001					
108	Hs	268	268.13186	0.0003					
108	Hs	269	269.13375	0.00013					
108	Hs	270	270.13429	0.00027					
108	Hs	271	271.13717	0.00032					
108	Hs	272	272.1385	0.00055					
108	Hs	273	273.14168	0.0004					
108	Hs	274	274.1433	0.00063					
108	Hs	275	275.14667	0.00063					
108	Hs	276	276.14846	0.00086					
108	Hs	277	277.1519	0.00058					
109	Mt	265	265.136	0.00048					
109	Mt	266	266.13737	0.00033					
109	Mt	267	267.13719	0.00054					
109	Mt	268	268.13865	0.00025					
109	Mt	269	269.13882	0.0005					
109	Mt	270	270.14033	0.00018					
109	Mt	271	271.14074	0.00035					
109	Mt	272	272.14341	0.00052					
109	Mt	273	273.1444	0.00052					
109	Mt	274	274.14724	0.00038					
109	Mt	275	275.14882	0.0005					
109	Mt	276	276.15159	0.00059					
109	Mt	277	277.15327	0.00082					
109	Mt	278	278.15631	0.00068					
109	Mt	279	279.15808	0.00072					
110	Ds	267	267.14377	0.00015					
110	Ds	268	268.14348	0.00032					
110	Ds	269	269.144752	3.4E-05					
110	Ds	270	270.144584	5.2E-05					
110	Ds	271	271.14595	0.0001					
110	Ds	272	272.14602	0.00044					
110	Ds	273	273.14856	0.00014					
110	Ds	274	274.14941	0.00042					
110	Ds	275	275.15203	0.00045					
110	Ds	276	276.15303	0.00059					
110	Ds	277	277.15591	0.00041					
110	Ds	278	278.15704	0.00067					
110	Ds	279	279.1601	0.00064					
110	Ds	280	280.16131	0.00089					
110	Ds	281	281.16451	0.00059					
111	Rg	272	272.15327	0.00025					
111	Rg	273	273.15313	0.00056					
111	Rg	274	274.15525	0.00019					
111	Rg	275	275.15594	0.00056					
111	Rg	276	276.15833	0.00068					
111	Rg	277	277.15907	0.00061					
111	Rg	278	278.16149	0.00038					
111	Rg	279	279.16272	0.00051					
111	Rg	280	280.16514	0.00061					
111	Rg	281	281.16636	0.00089					
111	Rg	282	282.16912	0.00072					
111	Rg	283	283.17054	0.00079					
112	Cn	276	276.16141	0.00064					
112	Cn	277	277.16364	0.00015					
112	Cn	278	278.16416	0.00047					
112	Cn	279	279.16654	0.0005					
112	Cn	280	280.16715	0.00063					
112	Cn	281	281.16975	0.00042					
112	Cn	282	282.1705	0.0007					
112	Cn	283	283.17327	0.00065					
112	Cn	284	284.17416	0.00091					
112	Cn	285	285.17712	0.0006					
113	Nh	278	278.17058	0.0002					
113	Nh	279	279.17095	0.00075					
113	Nh	280	280.17293	0.00075					
113	Nh	281	281.17348	0.00075					
113	Nh	282	282.17567	0.00039					
113	Nh	283	283.17657	0.00052					
113	Nh	284	284.17873	0.00062					
113	Nh	285	285.17973	0.00089					
113	Nh	286	286.18221	0.00072					
113	Nh	287	287.18339	0.00081					
114	Fl	285	285.18364	0.00047					
114	Fl	286	286.18423	0.00071					
114	Fl	287	287.18678	0.00066					
114	Fl	288	288.18757	0.00091					
114	Fl	289	289.19042	0.0006					
115	Mc	287	287.1907	0.00052					
115	Mc	288	288.19274	0.00062					
115	Mc	289	289.19363	0.00089					
115	Mc	290	290.19598	0.00073					
115	Uup	291	291.19707	0.00088					
116	Lv	289	289.19816	0.00057					
116	Lv	290	290.19864	0.00071					
116	Lv	291	291.20108	0.00066					
116	Lv	292	292.20174	0.00091					
116	Lv	293	293.20449	0.0006					
117	Ts	291	291.20553	0.00068					
117	Ts	292	292.20746	0.00075					
117	Ts	293	293.20824	0.00089					
117	Uus	294	294.21046	0.00074					
118	Og	293	293.21356	0.00078					
118	Og	294	294.21392	0.00071					
118	Og	295	295.21624	0.00069					
